"","SHOT_NUMBER","PERIOD","GAME_CLOCK","SHOT_CLOCK","DRIBBLES","TOUCH_TIME","SHOT_RESULT","CLOSE_DEF_DIST","MINUTES_REMAINING","SECONDS_REMAINING","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","DEFENDER_POSITION","DEFENDER_HEIGHT","DEFENDER_WEIGHT","DEFENDER_AGE","DEFENDER_EXPERIENCE"
"1",4,"1",388,7.2,3,5,"missed",6.3,6,25,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,125,154,"FC",83,253,39,19
"2",11,"3",682,10,0,0,"missed",10.9,11,15,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,77,244,"G",78,212,36,18
"3",9,"2",37,7.3,10,9.8,"made",6,0,35,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",14,17,148,"G",78,212,36,18
"4",8,"2",355,13.2,3,2.8,"missed",3.5,5,52,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-2,-3,"F",83,250,39,17
"5",5,"1",269,16.8,5,5.6,"missed",5,4,25,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",14,129,67,"F",83,250,39,17
"6",16,"4",136,4.3,3,3.3,"missed",3,2,13,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,7,"F",83,250,39,17
"7",11,"3",502,12.5,9,9.6,"missed",2.2,8,19,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-114,41,"F",83,250,39,17
"8",12,"2",464,8.4,2,4,"made",8.5,7,41,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,-87,271,"F",79,235,37,16
"9",13,"2",444,16.2,1,2,"missed",5.6,7,21,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-54,269,"F",79,235,37,16
"10",14,"3",495,8.8,0,1.2,"made",7.5,8,12,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",29,-149,254,"F",79,235,37,16
"11",3,"1",578,12,2,2.8,"made",1,9,37,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,-13,"F",79,235,37,16
"12",15,"3",466,12.5,0,0.7,"made",5.6,7,43,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,222,142,"F",79,235,37,16
"13",16,"3",457,8.9,3,3.4,"missed",6.7,7,34,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,86,246,"F",79,235,37,16
"14",14,"3",666,20.4,1,0.9,"made",2.7,11,5,"Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-78,31,"F",79,235,37,16
"15",1,"1",688,13.2,0,0.8,"missed",6,11,25,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-144,151,"F",79,235,37,16
"16",12,"2",56,20.5,3,3.4,"missed",5.3,0,52,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-120,227,"F",79,235,37,16
"17",5,"1",359,11,1,5.8,"missed",5.5,5,57,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-136,22,"F",79,235,37,16
"18",6,"2",231,2.3,0,3.5,"made",4.9,3,48,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-130,134,"F",79,235,37,16
"19",17,"3",161,6.6,16,18,"made",9.8,2,39,"Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",15,72,132,"F",79,235,37,16
"20",8,"2",63,19.3,5,4.5,"missed",5.7,0,58,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-41,255,"F",79,235,37,16
"21",20,"4",275,4.8,3,4,"missed",3,4,33,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,-172,97,"F",79,235,37,16
"22",15,"3",646,5.2,0,1,"missed",8.1,10,43,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-101,266,"F",79,235,37,16
"23",6,"1",336,6.4,6,7.5,"missed",2.9,5,33,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,110,168,"F",79,235,37,16
"24",14,"4",477,14.2,13,9.9,"missed",2.3,7,54,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,-116,19,"G",78,205,37,12
"25",3,"1",588,17.5,0,1.2,"missed",4.4,9,45,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-119,242,"FC",84,250,34,13
"26",20,"4",575,14.2,11,9.2,"missed",1.2,9,33,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2,26,"FC",84,250,34,13
"27",8,"1",145,17.5,5,6.9,"missed",11.5,2,23,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,-15,216,"FC",84,250,34,13
"28",14,"3",551,18.2,3,2.4,"made",1.9,9,9,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-19,6,"FC",84,250,34,13
"29",12,"2",104,10.1,2,2.7,"made",2.4,1,42,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,-8,"FC",84,250,34,13
"30",15,"3",517,15.3,1,1.4,"made",2.5,8,36,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,10,11,"FC",84,250,34,13
"31",2,"1",443,7.8,0,6.3,"missed",4.6,7,20,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,-155,97,"F-G",79,240,34,13
"32",15,"4",355,0.6,11,13.8,"made",1.8,5,52,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-152,52,"F-G",79,240,34,13
"33",3,"1",242,5.2,0,2.8,"made",5,3,59,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",22,228,25,"F-G",79,240,34,13
"34",1,"1",502,9,2,2.3,"missed",3.8,8,19,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-2,7,"F-G",79,240,34,13
"35",11,"3",364,8.6,13,10.2,"missed",3.1,6,0,"Running Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,24,19,"F-G",79,240,34,13
"36",3,"1",364,12.7,3,2.6,"made",2.6,6,3,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,50,15,"F",81,230,34,12
"37",5,"1",251,16.8,0,0.8,"missed",5.3,4,11,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,114,142,"F",81,230,34,12
"38",26,"5",223,24,0,0,"made",11.6,3,43,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,20,14,"F",81,230,34,12
"39",7,"1",176,3.3,2,2.5,"missed",4.3,2,52,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-146,-11,"F",81,230,34,12
"40",2,"1",390,7.5,0,2.7,"made",5,6,31,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,-2,216,"F",81,230,34,12
"41",6,"1",220,6.3,3,7,"made",3.9,3,35,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,-116,12,"F",81,230,34,12
"42",19,"3",415,3.9,1,5.8,"made",4.7,6,52,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,-190,52,"F",81,230,34,12
"43",13,"3",699,22.3,0,1,"missed",5.5,11,36,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-16,279,"F",81,230,34,12
"44",1,"1",637,16.9,3,6,"made",3.3,10,54,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,56,186,"F",81,230,34,12
"45",7,"1",290,10.7,12,13.6,"made",6.6,4,47,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,64,258,"FC",83,250,32,12
"46",1,"1",698,2.9,1,1.7,"missed",5.8,11,36,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-13,254,"FC",83,250,32,12
"47",16,"4",131,15.7,0,1.1,"missed",2.8,2,8,"Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-78,44,"FC",82,245,32,12
"48",8,"2",162,22.9,0,0.4,"missed",0.7,2,40,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,18,17,"FC",82,245,32,12
"49",11,"2",33,8.1,4,7.4,"missed",3.7,0,31,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-194,167,"F",79,228,35,12
"50",19,"3",14,5.1,17,17.5,"missed",2.4,0,12,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,176,192,"F",79,228,35,12
"51",8,"2",201,4.6,2,4.5,"missed",3.4,3,18,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,102,138,"F",79,228,35,12
"52",11,"4",550,17.3,7,6.2,"made",2.5,9,10,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-4,4,"F",79,228,35,12
"53",6,"2",308,21.7,0,0.7,"missed",12.5,5,4,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-164,213,"F",79,228,35,12
"54",10,"2",64,0.3,0,4.6,"missed",4.1,1,2,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",38,177,337,"F",79,228,35,12
"55",18,"3",107,14.7,9,8.9,"missed",3.6,1,44,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,78,142,"F",79,228,35,12
"56",7,"2",266,3.2,0,1.4,"missed",7.5,4,24,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-239,97,"F",79,228,35,12
"57",20,"4",656,9.1,0,0.9,"missed",6.4,10,52,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-112,231,"F",79,228,35,12
"58",21,"4",570,7,4,5.6,"missed",2.2,9,27,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",14,143,45,"F",79,228,35,12
"59",11,"2",513,19,7,5.8,"made",2,8,30,"Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-2,39,"F",79,228,35,12
"60",10,"2",531,12.9,0,0.8,"missed",6.8,8,48,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,231,77,"F",79,228,35,12
"61",5,"1",171,12.9,1,3.1,"missed",1.1,2,48,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-48,26,"F",79,228,35,12
"62",12,"4",464,2.8,1,1.8,"missed",6.1,7,41,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-103,257,"F",79,228,35,12
"63",5,"2",345,10.1,0,3.7,"made",4.6,5,41,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-158,48,"F",79,228,35,12
"64",9,"3",500,11.8,0,1.3,"made",6,8,16,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,181,183,"F",81,215,35,12
"65",8,"3",483,7.9,7,5.4,"missed",4.2,8,0,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,223,127,"F",81,215,35,12
"66",2,"1",365,12.5,1,2,"made",4.1,6,2,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-150,195,"F",81,215,35,12
"67",1,"1",580,9,1,4.5,"missed",3.2,9,36,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,162,31,"F",81,215,35,12
"68",7,"3",626,3.9,4,7.8,"missed",4,10,23,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-191,104,"F",81,215,35,12
"69",4,"1",56,19.1,6,5.4,"missed",0.3,0,53,"Running Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",9,-89,33,"F",79,226,35,11
"70",1,"1",519,9.9,3,5.3,"missed",5,8,37,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-157,213,"F",79,226,35,11
"71",7,"2",490,12.7,5,6.3,"missed",2.7,8,8,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,127,116,"F",79,226,35,11
"72",22,"4",277,1.5,0,3.5,"made",3.2,4,35,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,176,201,"F",79,226,35,11
"73",11,"2",74,5,2,5.9,"made",4.1,1,11,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-158,-5,"F",79,226,35,11
"74",17,"4",599,6.3,16,16.1,"missed",4,9,56,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,15,"F",79,226,35,11
"75",1,"1",556,12.5,0,1.2,"missed",12.5,9,13,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,231,12,"F",79,226,35,11
"76",12,"2",34,1.1,2,3,"missed",4.6,0,31,"Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",13,-35,134,"F",79,226,35,11
"77",9,"2",185,7,0,1.3,"made",7.3,3,1,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,140,206,"F",79,226,35,11
"78",8,"2",328,12,2,3.3,"missed",4.9,5,27,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-5,195,"F",79,226,35,11
"79",13,"3",515,12,14,10.2,"missed",6.5,8,32,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-108,137,"F",79,226,35,11
"80",13,"3",551,3.9,2,6,"missed",3.1,9,9,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-125,-5,"F",79,226,35,11
"81",12,"3",641,17.3,7,6.4,"missed",2.5,10,38,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-19,9,"F",79,226,35,11
"82",7,"1",59,15,10,10.7,"missed",4.4,0,57,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",9,70,69,"F",79,215,36,11
"83",16,"3",237,18.6,3,4.3,"missed",4.1,3,53,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",22,179,135,"F",79,215,36,11
"84",10,"2",706,10,1,1.6,"missed",7.7,11,44,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,15,197,"F",79,215,36,11
"85",6,"1",122,9.2,3,5.2,"made",3.9,2,0,"Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",12,-37,115,"F",79,215,36,11
"86",16,"3",132,3.7,25,19.3,"made",2.7,2,11,"Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-7,30,"F",81,240,35,7
"87",14,"4",236,12.9,0,0.7,"made",5.2,3,54,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,151,219,"F",80,240,31,11
"88",15,"4",46,21.5,1,2.5,"made",1.1,0,44,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,3,"F",80,240,31,11
"89",11,"3",232,23,0,1.1,"made",8.1,3,50,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,12,-3,"F",80,240,31,11
"90",1,"1",699,5.2,2,2.4,"missed",4.7,11,37,"Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",13,-68,113,"F",80,240,31,11
"91",1,"1",682,17.1,7,6.9,"missed",4.7,11,20,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,114,148,"F",80,240,31,11
"92",2,"1",391,20.4,1,1.6,"made",2.2,6,30,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-7,0,"F",80,240,31,11
"93",5,"2",610,21.7,3,3.4,"made",5,10,9,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-13,-5,"C",83,235,31,11
"94",14,"3",320,7.1,10,9.2,"missed",4.5,5,17,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-119,230,"C",83,235,31,11
"95",5,"1",102,14,1,4.2,"missed",1.5,1,41,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-13,0,"C",84,265,33,11
"96",27,"5",189,4.4,21,18.2,"missed",2.2,3,6,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-90,115,"G",76,190,34,11
"97",3,"1",425,19.4,0,1.6,"made",2.6,7,3,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,2,-6,"G",76,190,34,11
"98",24,"4",327,11.4,0,1.4,"missed",4.3,5,24,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-106,233,"G",76,190,34,11
"99",4,"1",22,1,0,7.5,"missed",3.9,0,20,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-32,249,"G-F",78,225,34,10
"100",6,"2",576,8.6,0,3.1,"made",4.7,9,34,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-221,121,"G-F",78,225,34,10
"101",5,"2",668,10.3,4,3.5,"made",4.7,11,5,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,100,190,"G-F",78,225,34,10
"102",10,"2",177,5.2,8,6.8,"missed",4.2,2,53,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-130,219,"FC",80,250,33,11
"103",14,"2",168,4,2,6,"made",1.9,2,45,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,-3,"C",82,270,30,11
"104",3,"1",548,19.7,6,4.7,"missed",0.5,9,5,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,6,"C",82,270,30,11
"105",16,"2",10,2.7,24,21.2,"made",0.8,0,8,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-2,0,"C",82,270,30,11
"106",16,"3",93,12.6,12,11.6,"made",4.6,1,30,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-10,279,"G",75,205,33,11
"107",9,"2",269,20.5,1,2.1,"missed",4.6,4,27,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,-169,88,"G",75,205,33,11
"108",17,"3",47,14.6,10,9.4,"missed",3.6,0,43,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-81,97,"G",75,205,33,11
"109",14,"3",96,16.1,0,1.3,"made",6.6,1,32,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",30,122,276,"G",73,198,32,11
"110",2,"1",439,5.1,3,3.2,"missed",1.3,7,17,"Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,2,31,"G",79,212,34,11
"111",11,"2",16,8.1,0,0.5,"made",2.2,0,14,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,6,1,"G",79,212,34,11
"112",4,"1",336,21.4,3,4.3,"made",1.5,5,30,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-5,0,"G",79,212,34,11
"113",11,"2",70,4.2,0,0,"missed",4.1,1,6,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-133,257,"F",81,220,30,10
"114",15,"4",674,1.2,3,2.5,"missed",4.9,11,12,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",39,171,361,"F",81,220,30,10
"115",10,"2",175,15.5,7,6.7,"missed",2.8,2,51,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,95,44,"F",81,220,30,10
"116",1,"1",674,3.4,6,11.3,"missed",1.7,11,11,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",11,-108,48,"F",81,220,30,10
"117",16,"4",572,8,2,2.6,"missed",4.5,9,29,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,-10,211,"F",81,220,30,10
"118",13,"3",558,17.2,10,6.9,"made",5.2,9,15,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,9,213,"F",81,220,30,10
"119",8,"2",265,14.1,7,7.6,"missed",5.3,4,22,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-179,206,"F",81,220,30,10
"120",19,"3",79,5.6,6,7.9,"missed",5.3,1,15,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,189,178,"G-F",78,215,31,10
"121",9,"2",495,15,6,4.5,"made",4.1,8,11,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,149,197,"G-F",78,215,31,10
"122",23,"4",228,3.5,1,5.9,"missed",4.5,3,44,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-142,88,"G-F",78,215,31,10
"123",7,"2",619,14.3,6,8.4,"made",9.3,10,16,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-103,227,"G-F",78,215,31,10
"124",6,"2",631,11.2,2,6.3,"missed",4.2,10,28,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-152,134,"G-F",78,215,31,10
"125",18,"3",156,6.6,16,14.8,"made",6.3,2,34,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-112,233,"G-F",78,215,31,10
"126",17,"3",357,13.1,2,3.8,"missed",2.8,5,53,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-163,201,"G-F",78,215,31,10
"127",8,"2",523,11.1,0,0,"made",2.1,8,42,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,6,"G-F",78,215,31,10
"128",25,"4",102,4,21,20.1,"missed",4.6,1,38,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,138,222,"G-F",78,215,31,10
"129",22,"4",542,2.3,1,6.8,"missed",3.9,8,58,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-171,124,"G-F",78,215,31,10
"130",1,"1",679,20,0,1,"missed",8.7,11,16,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-166,189,"F",81,235,30,10
"131",3,"1",341,0.6,5,7.3,"missed",3.4,5,38,"Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,78,172,"F",81,235,30,10
"132",11,"3",215,8.1,1,1.1,"made",0,3,33,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,11,"F",81,235,30,10
"133",18,"3",88,12.5,15,11.8,"missed",1.4,1,24,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-40,1,"F",81,235,30,10
"134",1,"1",323,14.6,0,0.4,"made",2.7,5,21,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-16,4,"C",82,289,30,10
"135",7,"2",444,11.1,1,1.4,"made",2.2,7,22,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,9,0,"C",82,289,30,10
"136",12,"2",130,14.6,3,4.3,"missed",0.3,2,8,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,23,-5,"F",81,225,29,10
"137",6,"2",704,7.7,0,2.7,"made",5.7,11,41,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,127,209,"F",81,225,29,10
"138",32,"5",171,1,24,23.3,"missed",1.4,2,49,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,20,7,"F",81,225,29,10
"139",33,"5",154,10.7,4,5.7,"missed",6.1,2,32,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-93,235,"F",81,225,29,10
"140",29,"4",148,3.5,14,14.5,"missed",6.1,2,25,"Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-194,153,"F",81,225,29,10
"141",5,"1",115,21.8,0,1,"missed",12.8,1,51,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,91,246,"G-F",78,225,29,10
"142",16,"3",40,14.9,8,9.1,"made",5.4,0,38,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,144,162,"G",79,204,32,10
"143",25,"4",219,12.3,2,9.3,"missed",2.9,3,37,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,170,26,"G",79,204,32,10
"144",20,"3",241,1.7,13,12.3,"made",4.2,3,59,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-112,154,"F",80,215,29,10
"145",13,"2",105,5,0,2.2,"missed",1.8,1,42,"Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-27,22,"F",80,215,29,10
"146",17,"3",453,8.3,4,4.8,"made",4.9,7,31,"Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-139,208,"F",80,215,29,10
"147",31,"4",3,2,6,20,"missed",3.3,0,1,"Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",23,0,230,"F",80,215,29,10
"148",1,"1",692,6.8,3,3.9,"made",1.1,11,30,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-4,0,"F",80,215,29,10
"149",16,"3",703,7.6,3,7.3,"missed",4,11,41,"Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-8,105,"F",80,215,29,10
"150",3,"1",445,7.4,10,11.1,"made",2,7,22,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,18,-2,"F",80,215,29,10
